program_name_and_version,EnergyPlus 9.1.0
Annual Houlry Integrated Peak Cooling Loads 910_kW,2.57704
Annual Houlry Integrated Peak Cooling Loads 910_DATE,17-OCT
Annual Houlry Integrated Peak Cooling Loads 910_TIME,14
Annual Houlry Integrated Peak Cooling Loads 920_kW,2.7811
Annual Houlry Integrated Peak Cooling Loads 920_DATE,26-JUL
Annual Houlry Integrated Peak Cooling Loads 920_TIME,17
Annual Houlry Integrated Peak Cooling Loads 930_kW,2.27791
Annual Houlry Integrated Peak Cooling Loads 930_DATE,26-JUL
Annual Houlry Integrated Peak Cooling Loads 930_TIME,17
Annual Houlry Integrated Peak Cooling Loads 940_kW,3.25414
Annual Houlry Integrated Peak Cooling Loads 940_DATE,17-OCT
Annual Houlry Integrated Peak Cooling Loads 940_TIME,14
Annual Houlry Integrated Peak Cooling Loads 950_kW,2.30077
Annual Houlry Integrated Peak Cooling Loads 950_DATE,02-SEP
Annual Houlry Integrated Peak Cooling Loads 950_TIME,14
Annual Houlry Integrated Peak Cooling Loads 960_kW,1.14158
Annual Houlry Integrated Peak Cooling Loads 960_DATE,16-AUG
Annual Houlry Integrated Peak Cooling Loads 960_TIME,14
Annual Houlry Integrated Peak Cooling Loads 195_kW,0.730137
Annual Houlry Integrated Peak Cooling Loads 195_DATE,26-JUL
Annual Houlry Integrated Peak Cooling Loads 195_TIME,16
Annual Houlry Integrated Peak Cooling Loads 200_kW,0.974617
Annual Houlry Integrated Peak Cooling Loads 200_DATE,26-JUL
Annual Houlry Integrated Peak Cooling Loads 200_TIME,15
Annual Houlry Integrated Peak Cooling Loads 210_kW,0.811795
Annual Houlry Integrated Peak Cooling Loads 210_DATE,27-JUL
Annual Houlry Integrated Peak Cooling Loads 210_TIME,14
Annual Houlry Integrated Peak Cooling Loads 215_kW,1.07409
Annual Houlry Integrated Peak Cooling Loads 215_DATE,26-JUL
Annual Houlry Integrated Peak Cooling Loads 215_TIME,15
Annual Houlry Integrated Peak Cooling Loads 220_kW,0.910124
Annual Houlry Integrated Peak Cooling Loads 220_DATE,27-JUL
Annual Houlry Integrated Peak Cooling Loads 220_TIME,15
Annual Houlry Integrated Peak Cooling Loads 230_kW,1.40681
Annual Houlry Integrated Peak Cooling Loads 230_DATE,27-JUL
Annual Houlry Integrated Peak Cooling Loads 230_TIME,15
Annual Houlry Integrated Peak Cooling Loads 240_kW,1.0928
Annual Houlry Integrated Peak Cooling Loads 240_DATE,27-JUL
Annual Houlry Integrated Peak Cooling Loads 240_TIME,15
Annual Houlry Integrated Peak Cooling Loads 250_kW,3.03971
Annual Houlry Integrated Peak Cooling Loads 250_DATE,05-SEP
Annual Houlry Integrated Peak Cooling Loads 250_TIME,12
Annual Houlry Integrated Peak Cooling Loads 270_kW,6.85516
Annual Houlry Integrated Peak Cooling Loads 270_DATE,25-NOV
Annual Houlry Integrated Peak Cooling Loads 270_TIME,12
Annual Houlry Integrated Peak Cooling Loads 280_kW,4.71506
Annual Houlry Integrated Peak Cooling Loads 280_DATE,17-OCT
Annual Houlry Integrated Peak Cooling Loads 280_TIME,12
Annual Houlry Integrated Peak Cooling Loads 290_kW,6.71352
Annual Houlry Integrated Peak Cooling Loads 290_DATE,23-DEC
Annual Houlry Integrated Peak Cooling Loads 290_TIME,12
Annual Houlry Integrated Peak Cooling Loads 300_kW,3.90048
Annual Houlry Integrated Peak Cooling Loads 300_DATE,02-JUL
Annual Houlry Integrated Peak Cooling Loads 300_TIME,9
Annual Houlry Integrated Peak Cooling Loads 310_kW,3.26579
Annual Houlry Integrated Peak Cooling Loads 310_DATE,26-JUL
Annual Houlry Integrated Peak Cooling Loads 310_TIME,17
Annual Houlry Integrated Peak Cooling Loads 320_kW,6.18038
Annual Houlry Integrated Peak Cooling Loads 320_DATE,25-NOV
Annual Houlry Integrated Peak Cooling Loads 320_TIME,12
Annual Houlry Integrated Peak Cooling Loads 395_kW,0.0735867
Annual Houlry Integrated Peak Cooling Loads 395_DATE,27-JUL
Annual Houlry Integrated Peak Cooling Loads 395_TIME,17
Annual Houlry Integrated Peak Cooling Loads 400_kW,0.254954
Annual Houlry Integrated Peak Cooling Loads 400_DATE,27-JUL
Annual Houlry Integrated Peak Cooling Loads 400_TIME,17
Annual Houlry Integrated Peak Cooling Loads 410_kW,0.395314
Annual Houlry Integrated Peak Cooling Loads 410_DATE,26-JUL
Annual Houlry Integrated Peak Cooling Loads 410_TIME,17
Annual Houlry Integrated Peak Cooling Loads 420_kW,0.631713
Annual Houlry Integrated Peak Cooling Loads 420_DATE,27-JUL
Annual Houlry Integrated Peak Cooling Loads 420_TIME,15
Annual Houlry Integrated Peak Cooling Loads 430_kW,1.73026
Annual Houlry Integrated Peak Cooling Loads 430_DATE,16-AUG
Annual Houlry Integrated Peak Cooling Loads 430_TIME,14
Annual Houlry Integrated Peak Cooling Loads 440_kW,4.72044
Annual Houlry Integrated Peak Cooling Loads 440_DATE,17-OCT
Annual Houlry Integrated Peak Cooling Loads 440_TIME,13
Annual Houlry Integrated Peak Cooling Loads 800_kW,0.851583
Annual Houlry Integrated Peak Cooling Loads 800_DATE,28-JUL
Annual Houlry Integrated Peak Cooling Loads 800_TIME,14
Annual Houlry Integrated Peak Cooling Loads 810_kW,2.11419
Annual Houlry Integrated Peak Cooling Loads 810_DATE,02-SEP
Annual Houlry Integrated Peak Cooling Loads 810_TIME,14
FF Max Hourly Zone Temperature 600FF_TEMP (C),65.2885
FF Max Hourly Zone Temperature 600FF_DATE,17-OCT
FF Max Hourly Zone Temperature 600FF_TIME,15
FF Max Hourly Zone Temperature 900FF_TEMP (C),43.1637
FF Max Hourly Zone Temperature 900FF_DATE,02-SEP
FF Max Hourly Zone Temperature 900FF_TIME,14
FF Max Hourly Zone Temperature 650FF_TEMP (C),68.6626
FF Max Hourly Zone Temperature 650FF_DATE,17-OCT
FF Max Hourly Zone Temperature 650FF_TIME,15
FF Max Hourly Zone Temperature 950FF_TEMP (C),37.0881
FF Max Hourly Zone Temperature 950FF_DATE,02-SEP
FF Max Hourly Zone Temperature 950FF_TIME,15
FF Max Hourly Zone Temperature 960_TEMP (C),51.4677
FF Max Hourly Zone Temperature 960_DATE,17-OCT
FF Max Hourly Zone Temperature 960_TIME,14
FF Min Hourly Zone Temperature 600FF_TEMP (C),-17.4102
FF Min Hourly Zone Temperature 600FF_DATE,04-JAN
FF Min Hourly Zone Temperature 600FF_TIME,7
FF Min Hourly Zone Temperature 900FF_TEMP (C),-2.59595
FF Min Hourly Zone Temperature 900FF_DATE,04-JAN
FF Min Hourly Zone Temperature 900FF_TIME,7
FF Min Hourly Zone Temperature 650FF_TEMP (C),-23.0391
FF Min Hourly Zone Temperature 650FF_DATE,04-JAN
FF Min Hourly Zone Temperature 650FF_TIME,6
FF Min Hourly Zone Temperature 950FF_TEMP (C),-20.2036
FF Min Hourly Zone Temperature 950FF_DATE,04-JAN
FF Min Hourly Zone Temperature 950FF_TIME,6
FF Min Hourly Zone Temperature 960_TEMP (C),2.14321
FF Min Hourly Zone Temperature 960_DATE,06-FEB
FF Min Hourly Zone Temperature 960_TIME,6
FF Average Hourly Zone Temperature 600FF,25.81
FF Average Hourly Zone Temperature 900FF,26.0064
FF Average Hourly Zone Temperature 650FF,19.7749
FF Average Hourly Zone Temperature 950FF,14.8724
FF Average Hourly Zone Temperature 960,28.7831
Annual Incident Total Case 600 600NORTH,432.571
Annual Incident Total Case 600 600EAST,1185.89
Annual Incident Total Case 600 600WEST,1040.74
Annual Incident Total Case 600 600SOUTH,1547.51
Annual Incident Total Case 600 600HORZ.,1840.93
Unshaded Annual Transmitted Cases 620 and 600 920WEST,723.572
Unshaded Annual Transmitted Cases 620 and 600 900SOUTH,981.712
Shaded Annual Transmitted Cases 930 and 910 930WEST,525.941
Shaded Annual Transmitted Cases 930 and 910 910SOUTH,789.131
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 1,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 2,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 3,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 4,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 5,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 6,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 7,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 8,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 9,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 10,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 11,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 12,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 13,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 14,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 15,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 16,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 17,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 18,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 19,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 20,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 21,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 22,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 23,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - South 24,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 1,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 2,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 3,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 4,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 5,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 6,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 7,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 8,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 9,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 10,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 11,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 12,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 13,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 14,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 15,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 16,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 17,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 18,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 19,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 20,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 21,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 22,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 23,0.0
Hourly Incident Solar Radiation Cloudy Day March 5th Case 600 - West 24,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 1,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 2,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 3,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 4,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 5,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 6,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 7,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 8,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 9,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 10,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 11,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 12,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 13,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 14,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 15,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 16,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 17,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 18,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 19,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 20,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 21,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 22,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 23,0.0
Hourly Incident Solar Radiation Clear Day July 27th Case 600 - South 24,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 1,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 2,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 3,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 4,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 5,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 6,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 7,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 8,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 9,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 10,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 11,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 12,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 13,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 14,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 15,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 16,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 17,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 18,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 19,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 20,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 21,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 22,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 23,0.0
Hourly Incident Solar Radiation Clear Dat July 27th Case 600 - West 24,0.0
Hourly FF Temperatures January 4th - Case 600FF 1,0.0
Hourly FF Temperatures January 4th - Case 600FF 2,0.0
Hourly FF Temperatures January 4th - Case 600FF 3,0.0
Hourly FF Temperatures January 4th - Case 600FF 4,0.0
Hourly FF Temperatures January 4th - Case 600FF 5,0.0
Hourly FF Temperatures January 4th - Case 600FF 6,0.0
Hourly FF Temperatures January 4th - Case 600FF 7,0.0
Hourly FF Temperatures January 4th - Case 600FF 8,0.0
Hourly FF Temperatures January 4th - Case 600FF 9,0.0
Hourly FF Temperatures January 4th - Case 600FF 10,0.0
Hourly FF Temperatures January 4th - Case 600FF 11,0.0
Hourly FF Temperatures January 4th - Case 600FF 12,0.0
Hourly FF Temperatures January 4th - Case 600FF 13,0.0
Hourly FF Temperatures January 4th - Case 600FF 14,0.0
Hourly FF Temperatures January 4th - Case 600FF 15,0.0
Hourly FF Temperatures January 4th - Case 600FF 16,0.0
Hourly FF Temperatures January 4th - Case 600FF 17,0.0
Hourly FF Temperatures January 4th - Case 600FF 18,0.0
Hourly FF Temperatures January 4th - Case 600FF 19,0.0
Hourly FF Temperatures January 4th - Case 600FF 20,0.0
Hourly FF Temperatures January 4th - Case 600FF 21,0.0
Hourly FF Temperatures January 4th - Case 600FF 22,0.0
Hourly FF Temperatures January 4th - Case 600FF 23,0.0
Hourly FF Temperatures January 4th - Case 600FF 24,0.0
Hourly FF Temperatures January 4th - Case 900FF 1,0.0
Hourly FF Temperatures January 4th - Case 900FF 2,0.0
Hourly FF Temperatures January 4th - Case 900FF 3,0.0
Hourly FF Temperatures January 4th - Case 900FF 4,0.0
Hourly FF Temperatures January 4th - Case 900FF 5,0.0
Hourly FF Temperatures January 4th - Case 900FF 6,0.0
Hourly FF Temperatures January 4th - Case 900FF 7,0.0
Hourly FF Temperatures January 4th - Case 900FF 8,0.0
Hourly FF Temperatures January 4th - Case 900FF 9,0.0
Hourly FF Temperatures January 4th - Case 900FF 10,0.0
Hourly FF Temperatures January 4th - Case 900FF 11,0.0
Hourly FF Temperatures January 4th - Case 900FF 12,0.0
Hourly FF Temperatures January 4th - Case 900FF 13,0.0
Hourly FF Temperatures January 4th - Case 900FF 14,0.0
Hourly FF Temperatures January 4th - Case 900FF 15,0.0
